LEA Code,District Name,School Code,School Name,Organization Type,School Type,Low Grade,High Grade,Address,City,State,Zip,CESA,Locale,County,Current Status,Categories And Programs,Virtual School,IB Program,Phone Number,Fax Number,Charter Status,Website Url
0602,Bonduel,0020,Bonduel Elementary,Public School,Elementary School,K4,04,404 W Mill St,Bonduel,WI,54107,08,Rural - distant,Shawano,OPEN,Title I,Supplemental Virtual,,715-758-4810,715-997-3190,FALSE,www.bonduel.k12.wi.us
0602,Bonduel,0040,Bonduel High,Public School,High School,09,12,400 W Green Bay St,Bonduel,WI,54107,08,Rural - distant,Shawano,OPEN,,Supplemental Virtual,,715-758-4850,715-997-3190,FALSE,www.bonduel.k12.wi.us
0602,Bonduel,0021,Bonduel Middle,Public School,Middle School,05,08,400 W Green Bay St,Bonduel,WI,54107,08,Rural - distant,Shawano,OPEN,,Supplemental Virtual,,715-758-4850,715-997-3190,FALSE,www.bonduel.k12.wi.us
0609,Boscobel Area,0020,Boscobel Elementary,Public School,Elementary School,K4,05,200 Buchanan St,Boscobel,WI,53805,03,Town - remote,Grant,OPEN,Title I,,,608-375-4165,608-375-4197,FALSE,www.boscobel.k12.wi.us
0609,Boscobel Area,0040,Boscobel High,Public School,High School,09,12,300 Brindley St,Boscobel,WI,53805,03,Town - remote,Grant,OPEN,,Supplemental Virtual,,608-375-4161,608-375-2640,FALSE,www.boscobel.k12.wi.us
0609,Boscobel Area,0060,Boscobel Junior High,Public School,Middle School,06,08,300 Brindley St,Boscobel,WI,53805,03,Town - remote,Grant,OPEN,,Supplemental Virtual,,608-375-4161,608-375-2640,FALSE,www.boscobel.k12.wi.us
2793,Kenosha,0050,Bose Elementary,Public School,Elementary School,K4,05,1900 15th St,Kenosha,WI,53140,01,Suburb - midsize,Kenosha,OPEN,Title I,Supplemental Virtual,,262-359-4044,262-359-4005,FALSE,www.kusd.edu
0623,Bowler,0020,Bowler Elementary,Public School,Elementary School,K4,06,500 S Almon St,Bowler,WI,54416,08,Rural - remote,Shawano,OPEN,Title I,Supplemental Virtual,,715-793-4101,715-793-1302,FALSE,www.bowler.k12.wi.us
0623,Bowler,0040,Bowler High,Public School,High School,07,12,500 S Almon St,Bowler,WI,54416,08,Rural - remote,Shawano,OPEN,Title I,Supplemental Virtual,,715-793-4101,715-793-1302,FALSE,www.bowler.k12.wi.us
0637,Boyceville Community,0040,Boyceville High,Public School,High School,09,12,1031 Tiffany St,Boyceville,WI,54725,11,Rural - distant,Dunn,OPEN,,Supplemental Virtual,,715-643-3647,715-643-2209,FALSE,www.boyceville.k12.wi.us
0637,Boyceville Community,0200,Boyceville Middle,Public School,Middle School,06,08,1031 Tiffany St,Boyceville,WI,54725,11,Rural - distant,Dunn,OPEN,,Supplemental Virtual,,715-643-3647,715-643-2209,FALSE,www.boyceville.k12.wi.us
5593,Stanley-Boyd Area,0020,Boyd Elementary,Public School,Elementary School,K4,K4,303 E Park St,Boyd,WI,54726,10,Rural - distant,Chippewa,OPEN,,,,715-667-3221,715-644-5584,FALSE,www.stanleyboyd.k12.wi.us
2793,Kenosha,0060,Bradford High,Public School,High School,09,12,3700 Washington Rd,Kenosha,WI,53144,01,Suburb - midsize,Kenosha,OPEN,Title I,Supplemental Virtual,,262-359-6200,262-359-5948,FALSE,www.kusd.edu
3619,Milwaukee,0014,Bradley Technology High,Public School,High School,09,12,700 S Fourth St,Milwaukee,WI,53204,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-212-2400,414-212-2415,FALSE,www.milwaukee.k12.wi.us
4956,Rosendale-Brandon,0025,Brandon Elementary,Public School,Elementary School,K4,05,200 W Bowen St,Brandon,WI,53919,06,Rural - distant,Fond du Lac,OPEN,,Supplemental Virtual,,920-346-2915,920-346-5490,FALSE,www.rbsd.us
2793,Kenosha,0340,Brass Community School,Public School,Elementary School,K4,05,6400 15th Ave,Kenosha,WI,53143,01,Suburb - midsize,Kenosha,OPEN,Title I,Supplemental Virtual,,262-359-8000,262-359-8050,FALSE,www.kusd.edu
5264,Shawano,0230,Brener Elementary,Public School,Elementary School,03,05,1300 S Union St,Shawano,WI,54166,08,Town - distant,Shawano,OPEN,,Supplemental Virtual,,715-524-2131,715-524-9899,FALSE,www.shawanoschools.com
5100,Sauk Prairie,0150,Bridges Elementary,Public School,Elementary School,K4,02,1200 Broadway St,Prairie du Sac,WI,53578,05,Town - distant,Sauk,OPEN,,,,608-643-1800,608-643-1849,FALSE,www.saukprairieschools.org
3500,Merrill Area,0800,Bridges Virtual Academy,Public School,Combined Elementary/Secondary School,K4,12,1201 N Sales St,Merrill,WI,54452,09,Town - distant,Lincoln,OPEN,Charter,Exclusively Virtual,,715-536-9593,715-536-1788,TRUE,https://www.bvaedu.org
0657,Brighton #1,0020,Brighton Elementary,Public School,Elementary School,K4,08,1200 248th Ave,Kansasville,WI,53139,02,Rural - fringe,Kenosha,OPEN,,Supplemental Virtual,,262-878-2191,262-878-2869,FALSE,www.brightonschool.net
0658,Brillion,0020,Brillion Elementary,Public School,Elementary School,K4,05,315 S Main St,Brillion,WI,54110,07,Town - fringe,Calumet,OPEN,Title I,Supplemental Virtual,,920-756-3624,920-756-3705,FALSE,www.brillionsd.org
0658,Brillion,0040,Brillion High,Public School,High School,09,12,W1101 County Road HR,Brillion,WI,54110,07,Rural - fringe,Calumet,OPEN,,Supplemental Virtual,,920-756-9238,920-756-9427,FALSE,www.brillionsd.org
0658,Brillion,0021,Brillion Middle,Public School,Middle School,06,08,315 S Main St,Brillion,WI,54110,07,Town - fringe,Calumet,OPEN,,Supplemental Virtual,,920-756-2166,920-756-3705,FALSE,www.brillionsd.org
0665,Bristol #1,0020,Bristol Elementary,Public School,Elementary School,K4,08,20121 83rd St,Bristol,WI,53104,02,Suburb - large,Kenosha,OPEN,Title I,Supplemental Virtual,,262-857-2334,262-857-6644,FALSE,www.bristol.k12.wi.us
0700,Brodhead,0040,Brodhead High,Public School,High School,09,12,2501 W 5th Ave,Brodhead,WI,53520,02,Town - distant,Green,OPEN,,Supplemental Virtual,,608-897-2155,608-897-3026,FALSE,www.brodhead.k12.wi.us
0700,Brodhead,0060,Brodhead Middle,Public School,Middle School,06,08,2100 W 9th Ave,Brodhead,WI,53520,02,Town - distant,Green,OPEN,,Supplemental Virtual,,608-897-2184,608-897-2789,FALSE,www.brodhead.k12.wi.us
2793,Kenosha,0065,Brompton School,Public School,Elementary School,KG,08,8518 22nd Ave,Kenosha,WI,53143,01,Suburb - midsize,Kenosha,CLOSED,Charter,Supplemental Virtual,,262-359-2191,262-359-2194,TRUE,www.kusd.edu
0714,Elmbrook,0020,Brookfield Central High,Public School,High School,09,12,16900 W Gebhardt Rd,Brookfield,WI,53005,01,Suburb - large,Waukesha,OPEN,Title I,Supplemental Virtual,,262-785-3910,262-785-3993,FALSE,www.elmbrookschools.org
0714,Elmbrook,0060,Brookfield East High,Public School,High School,09,12,3305 N Lilly Rd,Brookfield,WI,53005,01,Suburb - large,Waukesha,OPEN,,Supplemental Virtual,,262-781-3500,262-790-5445,FALSE,www.elmbrookschools.org
0714,Elmbrook,0040,Brookfield Elementary,Public School,Elementary School,K4,05,2530 N Brookfield Rd,Brookfield,WI,53045,01,Suburb - large,Waukesha,OPEN,,Supplemental Virtual,,262-785-3930,262-785-3934,FALSE,www.elmbrookschools.org
4144,Oregon,0020,Brooklyn Elementary,Public School,Elementary School,KG,04,204 Division St,Brooklyn,WI,53521,02,Town - fringe,Dane,OPEN,Title I,Supplemental Virtual,,608-835-4500,608-455-2404,FALSE,www.oregonsd.org
2051,Genoa City J2,0020,Brookwood Elementary,Public School,Elementary School,K4,03,630 Kossuth St,Genoa City,WI,53128,02,Suburb - large,Walworth,OPEN,Title I,,,262-279-6496,262-279-2098,FALSE,www.genoacityschools.org
3990,Norwalk-Ontario-Wilton,0020,Brookwood High,Public School,High School,07,12,28861 Highway 131 N,Ontario,WI,54651,04,Rural - remote,Monroe,OPEN,,Supplemental Virtual,,608-337-4401,608-337-4348,FALSE,www.now.k12.wi.us
2051,Genoa City J2,0200,Brookwood Middle,Public School,Combined Elementary/Secondary School,04,08,1020 Hunter's Ridge Dr,Genoa City,WI,53128,02,Suburb - large,Walworth,OPEN,Title I,,,262-279-1053,262-279-1052,FALSE,www.genoacityschools.org
2289,Green Bay Area Public,0895,Brown County Institute of Learning,Public School,Combined Elementary/Secondary School,04,12,3030 Curry Ln,Green Bay,WI,54311,07,City - midsize,Brown,OPEN,Alternative,,,920-448-2150,920-272-7045,FALSE,https://www.gbaps.org
0721,Brown Deer,0080,Brown Deer Elementary,Public School,Elementary School,K4,05,5757 W Dean Rd,Brown Deer,WI,53223,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-371-6800,414-371-6801,FALSE,www.browndeerschools.com
0721,Brown Deer,0040,Brown Deer Middle/High,Public School,High School,06,12,8060 N 60th St,Brown Deer,WI,53223,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-371-7000,414-371-7001,FALSE,www.browndeerschools.com
3619,Milwaukee,0089,Brown Street Academy,Public School,Elementary School,K4,05,2029 N 20th St,Milwaukee,WI,53205,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-935-3100,414-935-3115,FALSE,www.milwaukee.k12.wi.us
3619,Milwaukee,0092,Browning Elementary,Public School,Elementary School,K4,05,5440 N 64th St,Milwaukee,WI,53218,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-393-5200,414-393-5215,FALSE,www.milwaukee.k12.wi.us
0735,Bruce,0020,Bruce Elementary,Public School,Elementary School,K4,05,104 W Washington Ave,Bruce,WI,54819,10,Rural - distant,Rusk,OPEN,,Supplemental Virtual,,715-868-2585,715-868-2534,FALSE,www.bruce.k12.wi.us
3619,Milwaukee,0093,Bruce Elementary,Public School,Elementary School,K4,05,6453 N 89th St,Milwaukee,WI,53224,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-393-2100,414-393-2115,FALSE,www.milwaukee.k12.wi.us
8003,United Community Center Inc,8123,Bruce Guadalupe,Independent Charter School,Elementary School,K4,08,1028 S 9th St,Milwaukee,WI,53204,01,City - large,Milwaukee,OPEN,"Charter, Title I",,,414-643-6441,414-649-9022,TRUE,https://www.bgcsedu.org
0735,Bruce,0040,Bruce High,Public School,High School,09,12,104 W Washington Ave,Bruce,WI,54819,10,Rural - distant,Rusk,OPEN,,Supplemental Virtual,,715-868-2585,715-868-2534,FALSE,www.bruce.k12.wi.us
0735,Bruce,0210,Bruce Middle,Public School,Middle School,06,08,104 W Washington Ave,Bruce,WI,54819,10,Rural - distant,Rusk,OPEN,,Supplemental Virtual,,715-868-2585,715-868-2534,FALSE,www.bruce.k12.wi.us
3619,Milwaukee,0094,Bryant Elementary,Public School,Elementary School,K4,05,8718 W Thurston Ave,Milwaukee,WI,53225,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-393-6500,414-393-6515,FALSE,www.milwaukee.k12.wi.us
5663,Superior,0040,Bryant Elementary,Public School,Elementary School,K4,05,1423 Central Ave,Superior,WI,54880,12,Suburb - midsize,Douglas,OPEN,Title I,Supplemental Virtual,,715-394-8785,715-394-8735,FALSE,www.superior.k12.wi.us
4620,Racine Unified,0114,Bull Early Education Center,Public School,Elementary School,K4,K4,815 De Koven Ave,Racine,WI,53403,01,City - small,Racine,OPEN,Title I,Supplemental Virtual,,262-664-8200,262-664-8225,FALSE,www.rusd.org
2793,Kenosha,0070,Bullen Middle,Public School,Middle School,06,08,2804 39th Ave,Kenosha,WI,53144,01,Suburb - midsize,Kenosha,OPEN,Title I,Supplemental Virtual,,262-359-4460,262-359-4487,FALSE,www.kusd.edu
3619,Milwaukee,0095,Burbank Elementary,Public School,Elementary School,K4,08,6035 W Adler St,Milwaukee,WI,53214,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-256-8400,414-256-8415,FALSE,www.milwaukee.k12.wi.us
3619,Milwaukee,0098,Burdick Elementary,Public School,Elementary School,K4,08,4348 S Griffin Ave,Milwaukee,WI,53207,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-294-1200,414-294-1215,FALSE,www.milwaukee.k12.wi.us
0714,Elmbrook,0080,Burleigh Elementary,Public School,Elementary School,K4,05,16185 Burleigh Pl,Brookfield,WI,53005,01,Suburb - large,Waukesha,OPEN,Title I,Supplemental Virtual,,262-781-5280,262-790-0302,FALSE,www.elmbrookschools.org
0777,Burlington Area,0820,Burlington Alternative School,Public School,Combined Elementary/Secondary School,KG,12,100 N Kane St,Burlington,WI,53105,02,,Racine,OPEN,Alternative,Supplemental Virtual,,262-767-2626,262-767-2628,FALSE,https://www.basd.k12.wi.us/
0777,Burlington Area,0020,Burlington High School,Public School,High School,09,12,400 McCanna Pkwy,Burlington,WI,53105,02,Town - fringe,Racine,OPEN,,,,262-763-0200,262-763-0216,FALSE,www.basd.k12.wi.us/schools/high/
6174,Waukesha,0100,Butler Middle,Public School,Middle School,06,08,310 N Hine Ave,Waukesha,WI,53188,01,City - small,Waukesha,OPEN,,Supplemental Virtual,,262-970-2905,262-970-2920,FALSE,www.waukesha.k12.wi.us
3430,Menasha Joint,0040,Butte des Morts Elementary,Public School,Elementary School,K4,05,501 Tayco St,Menasha,WI,54952,06,Suburb - midsize,Winnebago,OPEN,Title I,Supplemental Virtual,,920-967-1900,920-751-4645,FALSE,www.mjsd.k12.wi.us
0840,Butternut,0020,Butternut Elementary,Public School,Elementary School,K4,05,312 W Wisconsin St,Butternut,WI,54514,12,Rural - remote,Ashland,OPEN,Title I,Supplemental Virtual,,715-769-3434,715-769-3712,FALSE,www.lightatorch.info
0840,Butternut,0040,Butternut High,Public School,High School,06,12,312 W Wisconsin St,Butternut,WI,54514,12,Rural - remote,Ashland,OPEN,Title I,Supplemental Virtual,,715-769-3434,715-769-3712,FALSE,www.lightatorch.info
5656,Sun Prairie Area,0020,C H Bird Elementary,Public School,Elementary School,KG,05,1170 N Bird St,Sun Prairie,WI,53590,02,Suburb - large,Dane,OPEN,Title I,Supplemental Virtual,,608-834-7300,608-834-7392,FALSE,www.sunprairieschools.org
1499,Durand-Arkansaw,0020,Caddie Woodlawn Elementary,Public School,Elementary School,K4,05,650 Auth St,Durand,WI,54736,11,Rural - distant,Pepin,OPEN,Title I,Supplemental Virtual,,715-672-8977,715-578-4309,FALSE,www.durand.k12.wi.us
0870,Cadott Community,0020,Cadott Elementary,Public School,Elementary School,K4,06,463 E Mills St,Cadott,WI,54727,10,Rural - distant,Chippewa,OPEN,Title I,Supplemental Virtual,,715-289-3795,715-289-3017,FALSE,www.cadott.k12.wi.us
0870,Cadott Community,0040,Cadott High,Public School,High School,09,12,426 Myrtle St,Cadott,WI,54727,10,Rural - distant,Chippewa,OPEN,,Supplemental Virtual,,715-289-3795,715-289-3085,FALSE,www.cadott.k12.wi.us
0870,Cadott Community,0060,Cadott Junior High,Public School,Junior High School,07,08,426 Myrtle St,Cadott,WI,54727,10,Rural - distant,Chippewa,OPEN,,Supplemental Virtual,,715-289-3795,715-289-3085,FALSE,www.cadott.k12.wi.us
0882,Cambria-Friesland,0060,Cambria Friesland Elementary,Public School,Elementary School,K4,05,410 E Edgewater St,Cambria,WI,53923,05,Rural - distant,Columbia,OPEN,Title I,Supplemental Virtual,,920-348-5548,920-348-5119,FALSE,cfsdwi.org
0882,Cambria-Friesland,0040,Cambria Friesland Middle/High,Public School,High School,06,12,410 E Edgewater St,Cambria,WI,53923,05,Rural - distant,Columbia,OPEN,,Supplemental Virtual,,920-348-5548,920-348-5119,FALSE,cfsdwi.org
0896,Cambridge,0020,Cambridge Elementary,Public School,Elementary School,K4,05,802 W Water St,Cambridge,WI,53523,02,Town - distant,Dane,OPEN,Title I,Supplemental Virtual,,608-423-9727,608-423-9869,FALSE,www.cambridge.k12.wi.us
0896,Cambridge,0040,Cambridge High,Public School,High School,09,12,403 Blue Jay Way,Cambridge,WI,53523,02,Town - distant,Jefferson,OPEN,,Supplemental Virtual,,608-423-3261,608-423-9869,FALSE,www.cambridge.k12.wi.us
0903,Cameron,0020,Cameron Elementary,Public School,Elementary School,K4,04,919 N 2nd St,Cameron,WI,54822,11,Rural - fringe,Barron,OPEN,Title I,Supplemental Virtual,,715-458-4560,715-458-0041,FALSE,www.cameron.k12.wi.us
0903,Cameron,0040,Cameron High,Public School,High School,09,12,750 S 1st St,Cameron,WI,54822,11,Rural - fringe,Barron,OPEN,,Supplemental Virtual,,715-458-4560,715-458-4236,FALSE,www.cameron.k12.wi.us
0903,Cameron,0200,Cameron Middle,Public School,Middle School,05,08,700 S 1st St,Cameron,WI,54822,11,Rural - fringe,Barron,OPEN,,Supplemental Virtual,,715-458-4560,715-458-3436,FALSE,www.cameron.k12.wi.us
5747,Tomah Area,0020,Camp Douglas Elementary,Public School,Elementary School,02,05,81 Junction St,Camp Douglas,WI,54618,04,Rural - remote,Juneau,OPEN,Title I,Supplemental Virtual,,608-374-7091,608-372-5087,FALSE,www.tomah.education
0910,Campbellsport,0020,Campbellsport Elementary,Public School,Elementary School,K4,05,751 Grandview Ave,Campbellsport,WI,53010,06,Rural - distant,Fond du Lac,OPEN,Title I,,,920-533-8032,920-533-3433,FALSE,www.csd.k12.wi.us
0910,Campbellsport,0040,Campbellsport High,Public School,High School,09,12,114 W Sheboygan St,Campbellsport,WI,53010,06,Rural - distant,Fond du Lac,OPEN,,,,920-533-4811,920-533-5726,FALSE,www.csd.k12.wi.us
0910,Campbellsport,0300,Campbellsport Middle,Public School,Middle School,06,08,114 W Sheboygan St,Campbellsport,WI,53010,06,Rural - distant,Fond du Lac,OPEN,,,,920-533-3411,920-533-5726,FALSE,www.csd.k12.wi.us
2296,Greendale,0040,Canterbury Elementary,Public School,Elementary School,KG,05,7000 Enfield Ave,Greendale,WI,53129,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-423-2770,414-423-2994,FALSE,www.greendaleschools.org
3269,Madison Metropolitan,0410,Capital High,Public School,High School,09,12,3802 Regent St,Madison,WI,53705,02,City - large,Dane,OPEN,"Alternative, Title I",,,608-204-4220,608-204-1580,FALSE,https://capital.madison.k12.wi.us/
1638,Elkhorn Area,9401,Career and College Academy,Public School,High School,06,12,400 County Road H,Elkhorn,WI,53121,02,Town - distant,Walworth,OPEN,Charter,Supplemental Virtual,,262-564-2970,262-564-2957,TRUE,https://cca.elkhornschools.org/
2884,Lake Geneva-Genoa City UHS,9401,Career and College Academy,Multi-District Public Charter School,High School,09,12,220 E South Street,Lake Geneva,WI,53147,02,,Walworth,CLOSED,Charter,Supplemental Virtual,,262-348-2000,262-248-6178,TRUE,lakegenevaschools.com
6013,Big Foot UHS,9401,Career and College Academy,Multi-District Public Charter School,High School,09,12,401 Devils Ln,Walworth,WI,53184,02,,Walworth,OPEN,Charter,Supplemental Virtual,,,,TRUE,
6482,Williams Bay,9401,Career and College Academy,Multi-District Public Charter School,High School,09,12,500 W Geneva St,Williams Bay,WI,53191,02,,Walworth,OPEN,Charter,Supplemental Virtual,,,,TRUE,
3619,Milwaukee,0407,Carmen High School of Science and,Public School,High School,09,12,1712 S 32nd St,Milwaukee,WI,53215,01,City - large,Milwaukee,OPEN,"Charter, Title I",Supplemental Virtual,,414-384-4444,414-384-4455,TRUE,www.carmenhighschool.org
3619,Milwaukee,0451,Carmen High School of Science and,Public School,High School,09,12,2500 W Oklahoma Ave,Milwaukee,WI,53215,01,City - large,Milwaukee,OPEN,"Charter, Title I",Supplemental Virtual,,414-509-7800,414-509-7850,TRUE,www.carmenhighschool.org
3619,Milwaukee,0444,Carmen Middle/High School of Science and,Public School,High School,06,12,5496 N 72nd St,Milwaukee,WI,53218,01,City - large,Milwaukee,OPEN,"Charter, Title I",Supplemental Virtual,,414-837-4000,414-837-3990,TRUE,www.carmenhighschool.org
8027,Carmen High School of Science and,8152,Carmen Middle School South,Independent Charter School,Middle School,06,08,2433 S 15th St,Milwaukee,WI,53215,01,City - large,Milwaukee,OPEN,"Charter, Title I",Supplemental Virtual,,414-310-8056,414-930-4331,TRUE,https://www.carmenschools.org/southms.html
4018,Oak Creek-Franklin Joint,0010,Carollton Elementary,Public School,Elementary School,K4,05,8965 S Carollton Dr,Oak Creek,WI,53154,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-768-6290,414-755-7195,FALSE,www.ocfsd.org
3619,Milwaukee,0108,Carson Academy,Public School,Elementary School,K4,08,4920 W Capitol Dr,Milwaukee,WI,53216,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-393-4800,414-393-4815,FALSE,www.milwaukee.k12.wi.us
3619,Milwaukee,0178,Carver Academy,Public School,Elementary School,K4,08,1900 N 1st St,Milwaukee,WI,53212,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-267-0500,414-267-0515,FALSE,www.milwaukee.k12.wi.us
4620,Racine Unified,0491,Case High,Public School,High School,09,12,7345 Washington Ave,Racine,WI,53406,01,Suburb - midsize,Racine,OPEN,,Supplemental Virtual,"Career-related Programme, Diploma Programme",262-619-4200,262-886-7942,FALSE,www.rusd.org
0980,Cashton,0020,Cashton Elementary,Public School,Elementary School,K4,05,436 Front St,Cashton,WI,54619,04,Rural - distant,Monroe,OPEN,Title I,Supplemental Virtual,,608-654-7377,608-654-7390,FALSE,www.cashton.k12.wi.us
0980,Cashton,0040,Cashton Middle/High,Public School,High School,06,12,540 Coe St,Cashton,WI,54619,04,Rural - distant,Monroe,OPEN,Title I,Supplemental Virtual,,608-654-5131,608-654-5136,FALSE,www.cashton.k12.wi.us
3619,Milwaukee,0104,Cass Street Elementary,Public School,Elementary School,K4,08,1647 N Cass St,Milwaukee,WI,53202,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-212-2700,414-212-2715,FALSE,www.milwaukee.k12.wi.us
0994,Cassville,0020,Cassville Elementary,Public School,Elementary School,K4,06,412 Crawford St,Cassville,WI,53806,03,Rural - distant,Grant,OPEN,Title I,,,608-725-5307,608-725-2353,FALSE,www.cassvillesd.k12.wi.us
0994,Cassville,0040,Cassville High,Public School,High School,07,12,715 E Amelia St,Cassville,WI,53806,03,Rural - distant,Grant,OPEN,,,,608-725-5116,608-725-2353,FALSE,www.cassvillesd.k12.wi.us
3955,New London,0430,Catalyst Academy,Public School,High School,09,12,709 S Shawano St,New London,WI,54961,06,Town - distant,Waupaca,OPEN,"Alternative, Charter, Title I",Supplemental Virtual,,920-982-8686,920-982-8551,TRUE,www.newlondon.k12.wi.us/schools/catalyst
0903,Cameron,0800,Cameron Academy of Virtual Education,Public School,Combined Elementary/Secondary School,K4,12,750 S 1st St,Cameron,WI,54822,11,Rural - fringe,Barron,OPEN,"Alternative, Charter",Exclusively Virtual,,715-458-5611,715-458-4236,TRUE,www.cave.cameron.k12.wi.us
1029,Cedar Grove-Belgium Area,0020,Cedar Grove-Belgium Elementary,Public School,Elementary School,K4,04,50 W Union Ave,Cedar Grove,WI,53013,07,Rural - distant,Sheboygan,OPEN,Title I,,,920-668-8518,920-668-6933,FALSE,www.cedargrovebelgium.k12.wi.us
1029,Cedar Grove-Belgium Area,0040,Cedar Grove-Belgium High,Public School,High School,09,12,321 N 2nd St,Cedar Grove,WI,53013,07,Rural - distant,Sheboygan,OPEN,,,,920-668-8686,920-668-8605,FALSE,www.cedargrovebelgium.k12.wi.us
1029,Cedar Grove-Belgium Area,0200,Cedar Grove-Belgium Middle,Public School,Middle School,05,08,50 W Union Ave,Cedar Grove,WI,53013,07,Rural - distant,Sheboygan,OPEN,,,,920-668-8518,920-668-8566,FALSE,www.cedargrovebelgium.k12.wi.us
4018,Oak Creek-Franklin Joint,0020,Cedar Hills Elementary,Public School,Elementary School,K4,05,2225 W Sycamore Ave,Oak Creek,WI,53154,01,Suburb - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-761-3020,414-434-3742,FALSE,www.ocfsd.org
1015,Cedarburg,0020,Cedarburg High,Public School,High School,09,12,W68N611 Evergreen Blvd,Cedarburg,WI,53012,01,Suburb - large,Ozaukee,OPEN,,Supplemental Virtual,,262-376-6200,262-376-6210,FALSE,www.cedarburg.k12.wi.us
2885,Lake Geneva J1,0020,Central - Denison Elementary,Public School,Elementary School,K4,03,900 Wisconsin St,Lake Geneva,WI,53147,02,Town - fringe,Walworth,OPEN,Title I,Supplemental Virtual,,262-348-4000,262-248-7321,FALSE,lakegenevaschools.com
8007,Central City Cyberschool of Milwaukee,8105,Central City Cyberschool,Independent Charter School,Combined Elementary/Secondary School,K4,12,4301 N 44th St,Milwaukee,WI,53216,01,City - large,Milwaukee,OPEN,"Charter, Title I",Supplemental Virtual,,414-444-2330,414-444-2435,TRUE,www.ccc-mke.org
4781,Rhinelander,0040,Central Elementary,Public School,Elementary School,K4,05,418 N Pelham St,Rhinelander,WI,54501,09,Town - remote,Oneida,OPEN,Title I,Supplemental Virtual,,715-365-9600,715-365-9612,FALSE,www.rhinelander.k12.wi.us
5656,Sun Prairie Area,0240,Central Heights Middle,Public School,Middle School,06,08,220 Kroncke Dr,Sun Prairie,WI,53590,02,Suburb - large,Dane,OPEN,,Supplemental Virtual,,608-834-8000,608-837-9311,FALSE,https://www.sunprairieschools.org/
2849,La Crosse,0020,Central High,Public School,High School,09,12,1801 Losey Blvd S,La Crosse,WI,54601,04,City - small,La Crosse,OPEN,,Supplemental Virtual,,608-789-7900,608-789-7931,FALSE,www.lacrosseschools.org
5054,Westosha Central UHS,0020,Central High,Public School,High School,09,12,24617 75th St,Salem,WI,53168,02,Rural - fringe,Kenosha,OPEN,Title I,Supplemental Virtual,,262-843-2321,262-843-4069,FALSE,www.westosha.k12.wi.us
5271,Sheboygan Area,0450,Central High,Public School,High School,09,12,621 S Water St,Sheboygan,WI,53081,07,City - small,Sheboygan,OPEN,"Charter, Title I",Supplemental Virtual,,920-459-3520,920-803-7756,TRUE,www.sheboygan.k12.wi.us
6300,West Allis-West Milwaukee,0020,Central High,Public School,High School,09,12,8516 W Lincoln Ave,West Allis,WI,53227,01,Suburb - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-604-3110,414-546-5536,FALSE,www.wawmsd.org
2443,Hartford J1,0020,Central Middle,Public School,Middle School,06,08,1100 Cedar St,Hartford,WI,53027,06,Suburb - small,Washington,OPEN,Title I,Supplemental Virtual,,262-673-8040,262-673-7596,FALSE,www.hartfordjt1.k12.wi.us
6685,Wisconsin Rapids,0190,Central Oaks Academy,Public School,Combined Elementary/Secondary School,K4,08,311 Lincoln Street,Wisconsin Rapids,WI,54494,05,Town - distant,Wood,OPEN,Charter,"Exclusively Virtual, Primarily Virtual",,715-424-6786,715-424-6716,TRUE,www.wrps.org
8028,Central Sands Community High School Inc,8153,Central Sands Community High School,Independent Charter School,High School,09,12,3995 County Rd K,Amherst,WI,54406,05,Rural - distant,Portage,OPEN,Charter,,,715-281-4776,,TRUE,https://www.centralsands.org/
7100,,7101,Central Wisconsin Center,State Institution School,Combined Elementary/Secondary School,KG,12,317 Knutson Dr,Madison,WI,53704,,City - large,Dane,OPEN,Alternative,Supplemental Virtual,,,,FALSE,
3269,Madison Metropolitan,0110,Cesar Chavez Elementary,Public School,Elementary School,K4,05,3502 Maple Grove Dr,Madison,WI,53719,02,City - large,Dane,OPEN,,Supplemental Virtual,,608-442-2000,608-442-2100,FALSE,https://chavez.madison.k12.wi.us/
6195,Waupaca,0180,Chain Exploration Center,Public School,Combined Elementary/Secondary School,K4,08,N3160 Silver Lake Dr,Waupaca,WI,54981,05,Rural - fringe,Waupaca,OPEN,Charter,,,715-258-4151,715-258-4512,TRUE,www.waupaca.k12.wi.us
